Amount;Creation date;Closing date;Pipeline;Status;Customer;Country;Product;Sales person;Probability;Source;Expected amount;Color
9,219.638;06-15-2010 07:38:23;10-16-2010 07:38:23;STANDBY;DEMO;Company 4;Japan;PRODUCT 8;Neva Hunger;37.124;Partner;342,267.067;GREY
14,882.138;06-24-2010 08:39:23;11-01-2010 08:39:23;STANDBY;LOST;Company 7;Italy;PRODUCT 3;Jerri Preble;78.997;Partner;1,175,638.746;GREEN
12,393.225;06-08-2010 11:48:23;10-08-2010 11:48:23;STANDBY;STANDBY;Company 2;Switzerland;PRODUCT 2;Julio Burdge;99.766;Lead generation;1,236,423.334;GREEN
8,413.042;06-12-2010 00:30:23;10-04-2010 00:30:23;STANDBY;DEMO;Company 1;South Korea;PRODUCT 3;Nita Marling;35.747;Lead generation;300,743.073;GREY
11,850.161;06-26-2010 07:21:23;09-30-2010 07:21:23;ADVANCED;STANDBY;Company 1;Turkey;PRODUCT 6;Neva Hunger;17.133;Website;203,030.584;RED
13,860.469;06-08-2010 09:54:23;10-08-2010 09:54:23;STANDBY;LOST;Company 1;United Kingdom;PRODUCT 7;Jerri Preble;90.404;Lead generation;1,253,047.856;GREEN
12,951.698;06-24-2010 15:17:23;10-24-2010 15:17:23;ADVANCED;SHORT LISTED;Company 6;China;PRODUCT 2;Kathrine Janas;73.851;Reference;956,494.33;YELLOW
12,049.079;06-25-2010 09:59:23;10-14-2010 09:59:23;EARLY;QUALIFIED;Company 6;India;PRODUCT 11;Darryl Innes;18.47;Customer;222,548.231;RED
14,127.588;06-02-2010 00:03:23;09-17-2010 00:03:23;EARLY;SHORT LISTED;Company 3;Norway;PRODUCT 6;Darryl Innes;71.509;Personal contact;1,010,252.35;YELLOW
9,766.244;06-05-2010 03:56:23;09-26-2010 03:56:23;STANDBY;SHORT LISTED;Company 3;Spain;PRODUCT 8;Nita Marling;64.914;Partner;633,968.757;YELLOW
14,729.938;06-13-2010 21:36:23;09-27-2010 21:36:23;ADVANCED;QUALIFIED;Company 1;Italy;PRODUCT 8;Roxie Foraker;75.955;Event;1,118,813.096;GREEN
14,434.258;05-31-2010 20:54:23;08-30-2010 20:54:23;EARLY;VERBAL COMMITMENT;Company 3;Switzerland;PRODUCT 5;Darryl Innes;32.288;Event;466,054.941;GREY
9,898.776;06-04-2010 10:19:23;10-11-2010 10:19:23;STANDBY;CONTACTED;Company 4;Saudi Arabia;PRODUCT 4;Darryl Innes;58.726;Personal contact;581,317.856;YELLOW
11,544.268;06-17-2010 07:00:23;10-10-2010 07:00:23;EARLY;DEMO;Company 1;Canada;PRODUCT 2;Julio Burdge;87.978;Personal contact;1,015,644.626;GREEN
10,939.341;06-12-2010 11:50:23;09-17-2010 11:50:23;ADVANCED;VERBAL COMMITMENT;Company 5;Brazil;PRODUCT 10;Darryl Innes;82.626;Website;903,870.442;GREEN
11,351.921;06-04-2010 08:55:23;09-20-2010 08:55:23;STANDBY;STANDBY;Company 7;France;PRODUCT 7;Nita Marling;40.601;Partner;460,903.955;GREY
10,711.092;06-12-2010 13:51:23;10-01-2010 13:51:23;EARLY;VERBAL COMMITMENT;Company 2;Sweden;PRODUCT 4;Julio Burdge;81.436;Partner;872,272.432;GREEN
14,334.732;06-22-2010 03:39:23;09-22-2010 03:39:23;EARLY;QUALIFIED;Company 4;Netherlands;PRODUCT 7;Jamie Gilbeau;35.54;Partner;509,449.643;GREY
9,528.434;05-31-2010 03:42:23;09-06-2010 03:42:23;ADVANCED;STANDBY;Company 4;United Kingdom;PRODUCT 1;Julio Burdge;83.777;Event;798,263.597;GREEN
10,911.168;06-14-2010 05:35:23;09-28-2010 05:35:23;EARLY;DEMO;Company 8;Brazil;PRODUCT 1;Roxie Foraker;19.616;Event;214,031.724;RED
14,073.16;06-13-2010 17:52:23;10-21-2010 17:52:23;EARLY;QUALIFIED;Company 5;Australia;PRODUCT 10;Nita Marling;31.098;Website;437,649.574;GREY
11,921.453;06-13-2010 09:32:23;10-05-2010 09:32:23;ADVANCED;LOST;Company 5;Mexico;PRODUCT 10;Nita Marling;24.911;Customer;296,978.64;RED
12,818.619;06-22-2010 20:49:23;10-21-2010 20:49:23;STANDBY;VERBAL COMMITMENT;Company 6;United Kingdom;PRODUCT 1;Jamie Gilbeau;39.819;Website;510,427.448;GREY
8,370.094;06-05-2010 19:06:23;10-14-2010 19:06:23;EARLY;CONTACTED;Company 7;United States;PRODUCT 8;Darryl Innes;21.722;Event;181,812.632;RED
8,465.598;06-20-2010 23:49:23;10-04-2010 23:49:23;EARLY;DEMO;Company 6;Spain;PRODUCT 4;Kathrine Janas;57.606;Customer;487,666.622;YELLOW
10,930.118;06-25-2010 15:44:23;10-22-2010 15:44:23;EARLY;WIN;Company 8;Spain;PRODUCT 1;Jerri Preble;90.656;Lead generation;990,876.548;GREEN
12,889.918;06-06-2010 22:55:23;10-12-2010 22:55:23;EARLY;LOST;Company 9;Australia;PRODUCT 8;Nita Marling;63.787;Customer;822,214.811;YELLOW
11,709.038;06-15-2010 18:43:23;09-16-2010 18:43:23;ADVANCED;QUALIFIED;Company 2;Switzerland;PRODUCT 8;Roxie Foraker;63.873;Personal contact;747,886.953;YELLOW
8,101.763;07-01-2010 21:16:23;10-23-2010 21:16:23;STANDBY;CONTACTED;Company 4;Poland;PRODUCT 3;Jerri Preble;63.917;Partner;517,842.881;YELLOW
11,776.527;07-11-2010 23:39:23;10-13-2010 23:39:23;EARLY;LOST;Company 6;Russia;PRODUCT 8;Nita Marling;85.462;Personal contact;1,006,450.737;GREEN
9,716.711;07-27-2010 09:43:23;12-02-2010 09:43:23;STANDBY;STANDBY;Company 4;Spain;PRODUCT 8;Neva Hunger;28.471;Reference;276,639.918;GREY
12,953.82;07-01-2010 02:59:23;10-02-2010 02:59:23;EARLY;QUALIFIED;Company 3;Sweden;PRODUCT 11;Neva Hunger;40.965;Personal contact;530,647.288;GREY
12,438.495;07-11-2010 13:09:23;11-08-2010 13:09:23;STANDBY;SHORT LISTED;Company 9;Russia;PRODUCT 11;Roxie Foraker;25.685;Personal contact;319,478.359;GREY
12,364.831;07-26-2010 08:36:23;12-03-2010 08:36:23;EARLY;LOST;Company 8;United States;PRODUCT 6;Roxie Foraker;6.028;Partner;74,540.492;RED
10,053.479;07-10-2010 13:58:23;10-13-2010 13:58:23;EARLY;VERBAL COMMITMENT;Company 8;Poland;PRODUCT 4;Darryl Innes;98.54;Partner;990,670.932;GREEN
10,248.985;07-26-2010 20:02:23;11-19-2010 20:02:23;EARLY;VERBAL COMMITMENT;Company 2;Netherlands;PRODUCT 1;Darryl Innes;64.215;Lead generation;658,134.067;YELLOW
9,436.853;07-22-2010 05:30:23;10-21-2010 05:30:23;STANDBY;QUALIFIED;Company 9;Switzerland;PRODUCT 10;Jerri Preble;35.882;Personal contact;338,608.564;GREY
13,535.778;07-23-2010 10:04:23;11-29-2010 10:04:23;STANDBY;SHORT LISTED;Company 9;Netherlands;PRODUCT 11;Neva Hunger;43.936;Personal contact;594,706.025;GREY
14,070.547;07-11-2010 18:48:23;11-18-2010 18:48:23;ADVANCED;STANDBY;Company 3;Poland;PRODUCT 6;Nita Marling;87.679;Website;1,233,697.116;GREEN
10,681.045;07-24-2010 22:15:23;11-11-2010 22:15:23;STANDBY;QUALIFIED;Company 9;Japan;PRODUCT 10;Jamie Gilbeau;24.54;Personal contact;262,111.511;RED
8,572.863;07-24-2010 07:56:23;11-14-2010 07:56:23;EARLY;WIN;Company 7;Russia;PRODUCT 2;Julio Burdge;74.433;Lead generation;638,101.896;YELLOW
12,264.955;07-18-2010 21:59:23;10-29-2010 21:59:23;EARLY;SHORT LISTED;Company 2;Saudi Arabia;PRODUCT 8;Jamie Gilbeau;61.532;Personal contact;754,681.856;YELLOW
10,739.827;07-05-2010 17:40:23;10-04-2010 17:40:23;STANDBY;QUALIFIED;Company 8;Poland;PRODUCT 2;Julio Burdge;40.712;Customer;437,241.156;GREY
13,851.721;07-27-2010 02:19:23;11-13-2010 02:19:23;ADVANCED;LOST;Company 7;Sweden;PRODUCT 6;Kathrine Janas;80.937;Event;1,121,112.297;GREEN
12,598.259;07-11-2010 02:42:23;11-08-2010 02:42:23;STANDBY;CONTACTED;Company 3;Indonesia;PRODUCT 11;Kathrine Janas;2.843;Event;35,819.719;RED
10,611.029;07-07-2010 18:36:23;11-16-2010 18:36:23;ADVANCED;SHORT LISTED;Company 8;Australia;PRODUCT 7;Jerri Preble;92.806;Website;984,765.175;GREEN
9,970.561;07-21-2010 08:15:23;10-19-2010 08:15:23;EARLY;WIN;Company 5;Russia;PRODUCT 1;Neva Hunger;40.731;Website;406,115.184;GREY
11,201.186;07-16-2010 23:53:23;10-31-2010 23:53:23;ADVANCED;LOST;Company 5;India;PRODUCT 11;Roxie Foraker;73.859;Partner;827,309.041;YELLOW
12,051.224;07-20-2010 22:58:23;11-22-2010 22:58:23;EARLY;LOST;Company 3;Russia;PRODUCT 1;Darryl Innes;83.827;Lead generation;1,010,213.286;GREEN
12,413.988;07-05-2010 15:40:23;10-18-2010 15:40:23;STANDBY;VERBAL COMMITMENT;Company 6;Belgium;PRODUCT 2;Nita Marling;69.271;Personal contact;859,932.489;YELLOW
13,495.058;07-02-2010 01:52:23;10-12-2010 01:52:23;EARLY;VERBAL COMMITMENT;Company 6;Spain;PRODUCT 3;Neva Hunger;41.229;Customer;556,385.188;GREY
8,081.306;07-11-2010 21:34:23;11-02-2010 21:34:23;STANDBY;DEMO;Company 8;Poland;PRODUCT 8;Julio Burdge;63.598;Personal contact;513,954.168;YELLOW
9,517.132;07-22-2010 20:37:23;11-03-2010 20:37:23;STANDBY;CONTACTED;Company 3;Switzerland;PRODUCT 6;Roxie Foraker;25.934;Personal contact;246,821.191;GREY
14,743.387;07-24-2010 05:58:23;10-27-2010 05:58:23;EARLY;WIN;Company 3;Germany;PRODUCT 7;Julio Burdge;70.842;Customer;1,044,447.46;YELLOW
8,504.442;07-09-2010 11:12:23;11-08-2010 11:12:23;EARLY;DEMO;Company 9;Germany;PRODUCT 1;Julio Burdge;23.223;Event;197,498.57;RED
12,578.882;07-04-2010 20:42:23;10-12-2010 20:42:23;STANDBY;SHORT LISTED;Company 5;Saudi Arabia;PRODUCT 8;Jamie Gilbeau;93.66;Personal contact;1,178,136.3;GREEN
10,639.29;07-10-2010 18:10:23;10-31-2010 18:10:23;ADVANCED;WIN;Company 5;Japan;PRODUCT 8;Julio Burdge;53.185;Website;565,848.552;YELLOW
8,096.586;07-02-2010 05:23:23;11-10-2010 05:23:23;ADVANCED;LOST;Company 4;Russia;PRODUCT 3;Roxie Foraker;1.711;Partner;13,856.493;RED
12,034.391;08-18-2010 14:43:23;12-08-2010 14:43:23;EARLY;STANDBY;Company 9;Spain;PRODUCT 11;Roxie Foraker;77.389;Personal contact;931,327.515;GREEN
12,088.895;08-10-2010 20:28:23;12-03-2010 20:28:23;EARLY;CONTACTED;Company 1;Japan;PRODUCT 8;Julio Burdge;79.146;Reference;956,789.139;GREEN
9,879.684;08-03-2010 18:42:23;11-21-2010 18:42:23;STANDBY;STANDBY;Company 3;Japan;PRODUCT 8;Jerri Preble;99.692;Event;984,921.179;GREEN
13,346.994;08-17-2010 14:35:23;11-25-2010 14:35:23;ADVANCED;STANDBY;Company 9;China;PRODUCT 5;Darryl Innes;91.233;Reference;1,217,690.353;GREEN
12,100.88;08-20-2010 02:12:23;11-20-2010 02:12:23;ADVANCED;SHORT LISTED;Company 1;France;PRODUCT 2;Darryl Innes;11.186;Customer;135,363.667;RED
14,637.745;08-18-2010 14:17:23;12-17-2010 14:17:23;EARLY;QUALIFIED;Company 3;United Kingdom;PRODUCT 11;Julio Burdge;20.131;Partner;294,679.157;RED
13,029.714;08-14-2010 02:25:23;11-15-2010 02:25:23;EARLY;CONTACTED;Company 3;Poland;PRODUCT 2;Jerri Preble;29.293;Partner;381,679.257;GREY
8,442.313;08-05-2010 08:25:23;12-01-2010 08:25:23;STANDBY;STANDBY;Company 6;Canada;PRODUCT 8;Julio Burdge;19.799;Personal contact;167,145.818;RED
8,585.925;08-08-2010 15:44:23;11-25-2010 15:44:23;ADVANCED;LOST;Company 1;Australia;PRODUCT 2;Kathrine Janas;80.989;Website;695,366.738;GREEN
14,956.495;08-11-2010 16:21:23;11-13-2010 16:21:23;EARLY;QUALIFIED;Company 8;China;PRODUCT 8;Julio Burdge;40.043;Website;598,903.872;GREY
12,470.945;08-07-2010 12:46:23;12-03-2010 12:46:23;STANDBY;LOST;Company 2;Spain;PRODUCT 11;Darryl Innes;80.181;Website;999,929.733;GREEN
10,852.777;08-19-2010 11:38:23;12-02-2010 11:38:23;STANDBY;SHORT LISTED;Company 5;China;PRODUCT 3;Neva Hunger;69.715;Reference;756,603.797;YELLOW
13,873.321;08-02-2010 21:55:23;12-07-2010 21:55:23;STANDBY;STANDBY;Company 3;Mexico;PRODUCT 5;Neva Hunger;49.214;Personal contact;682,764.624;GREY
11,304.11;08-10-2010 04:47:23;11-13-2010 04:47:23;EARLY;LOST;Company 7;France;PRODUCT 4;Neva Hunger;49.039;Website;554,347.483;GREY
13,185.841;08-25-2010 07:02:23;12-13-2010 07:02:23;STANDBY;QUALIFIED;Company 9;Australia;PRODUCT 10;Roxie Foraker;34.529;Website;455,292.087;GREY
14,769.396;08-15-2010 23:33:23;12-24-2010 23:33:23;ADVANCED;DEMO;Company 9;Turkey;PRODUCT 8;Roxie Foraker;1.087;Website;16,054.769;RED
13,234.388;08-13-2010 05:08:23;11-26-2010 05:08:23;ADVANCED;SHORT LISTED;Company 4;Brazil;PRODUCT 4;Nita Marling;66.45;Lead generation;879,424.777;YELLOW
10,040.704;08-06-2010 09:04:23;12-17-2010 09:04:23;ADVANCED;DEMO;Company 8;United States;PRODUCT 11;Jamie Gilbeau;32.389;Personal contact;325,212.722;GREY
11,518.511;08-25-2010 03:32:23;12-23-2010 03:32:23;STANDBY;CONTACTED;Company 6;United Kingdom;PRODUCT 1;Jamie Gilbeau;13.123;Partner;151,152.208;RED
14,052.197;08-20-2010 04:44:23;11-25-2010 04:44:23;STANDBY;CONTACTED;Company 3;Turkey;PRODUCT 5;Jamie Gilbeau;52.692;Personal contact;740,445.071;YELLOW
10,963.712;08-02-2010 13:16:23;11-01-2010 13:16:23;STANDBY;VERBAL COMMITMENT;Company 6;Norway;PRODUCT 2;Roxie Foraker;78.586;Personal contact;861,589.881;GREEN
10,950.78;08-09-2010 06:36:23;12-07-2010 06:36:23;ADVANCED;SHORT LISTED;Company 5;Australia;PRODUCT 1;Julio Burdge;63.851;Partner;699,217.149;YELLOW
10,685.454;08-03-2010 00:42:23;11-27-2010 00:42:23;EARLY;VERBAL COMMITMENT;Company 7;Saudi Arabia;PRODUCT 8;Jamie Gilbeau;94.987;Partner;1,014,980.89;GREEN
12,928.469;08-27-2010 19:08:23;12-16-2010 19:08:23;EARLY;STANDBY;Company 3;India;PRODUCT 8;Jamie Gilbeau;67.864;Website;877,373.143;YELLOW
8,264.886;08-20-2010 15:34:23;11-28-2010 15:34:23;STANDBY;LOST;Company 3;India;PRODUCT 7;Julio Burdge;58.94;Reference;487,131.143;YELLOW
8,316.472;08-01-2010 13:46:23;11-23-2010 13:46:23;ADVANCED;STANDBY;Company 3;Turkey;PRODUCT 8;Jerri Preble;44.05;Customer;366,339.208;GREY
10,036.294;08-10-2010 14:05:23;12-19-2010 14:05:23;STANDBY;STANDBY;Company 4;Netherlands;PRODUCT 2;Roxie Foraker;62.017;Event;622,421.72;YELLOW
10,441.001;08-20-2010 02:28:23;11-26-2010 02:28:23;STANDBY;VERBAL COMMITMENT;Company 4;China;PRODUCT 11;Jamie Gilbeau;45.365;Website;473,657.709;GREY
10,886.255;08-01-2010 02:11:23;10-31-2010 02:11:23;ADVANCED;STANDBY;Company 2;China;PRODUCT 8;Julio Burdge;65.39;Partner;711,851.816;YELLOW
14,740.786;08-02-2010 06:30:23;12-03-2010 06:30:23;EARLY;DEMO;Company 9;United Kingdom;PRODUCT 8;Roxie Foraker;63.859;Partner;941,334.632;YELLOW
10,064.529;09-27-2010 06:36:23;01-22-2011 06:36:23;ADVANCED;VERBAL COMMITMENT;Company 4;Turkey;PRODUCT 1;Jerri Preble;68.605;Reference;690,473.579;YELLOW
14,646.327;09-26-2010 11:22:23;01-15-2011 11:22:23;EARLY;VERBAL COMMITMENT;Company 6;China;PRODUCT 10;Julio Burdge;15.273;Event;223,693.698;RED
10,506.655;09-06-2010 14:07:23;12-09-2010 14:07:23;ADVANCED;LOST;Company 1;Switzerland;PRODUCT 1;Julio Burdge;22.501;Lead generation;236,405.823;RED
9,720.845;09-01-2010 23:34:23;12-03-2010 23:34:23;STANDBY;STANDBY;Company 2;Indonesia;PRODUCT 5;Roxie Foraker;92.778;Reference;901,878.348;GREEN
12,168.271;09-10-2010 14:09:23;01-06-2011 14:09:23;EARLY;VERBAL COMMITMENT;Company 6;Japan;PRODUCT 5;Julio Burdge;36.269;Website;441,331.539;GREY
9,562.968;09-22-2010 13:50:23;12-25-2010 13:50:23;EARLY;VERBAL COMMITMENT;Company 5;Canada;PRODUCT 3;Roxie Foraker;39.854;Customer;381,118.393;GREY
9,871.155;09-18-2010 19:29:23;01-21-2011 19:29:23;EARLY;WIN;Company 3;Australia;PRODUCT 8;Roxie Foraker;28.653;Personal contact;282,834.629;GREY
8,971.127;09-26-2010 17:04:23;01-01-2011 17:04:23;EARLY;VERBAL COMMITMENT;Company 8;Saudi Arabia;PRODUCT 11;Jamie Gilbeau;92.309;Partner;828,117.468;GREEN
13,160.984;09-18-2010 16:52:23;12-25-2010 16:52:23;ADVANCED;VERBAL COMMITMENT;Company 1;Spain;PRODUCT 10;Kathrine Janas;73.285;Reference;964,504.998;YELLOW
14,869.673;09-04-2010 08:34:23;01-11-2011 08:34:23;STANDBY;SHORT LISTED;Company 9;Switzerland;PRODUCT 1;Roxie Foraker;39.442;Customer;586,495.17;GREY
14,676.805;09-02-2010 09:10:23;12-14-2010 09:10:23;STANDBY;CONTACTED;Company 6;Sweden;PRODUCT 7;Jerri Preble;88.172;Reference;1,294,087.374;GREEN
9,496.714;09-20-2010 21:36:23;01-23-2011 21:36:23;ADVANCED;LOST;Company 7;Russia;PRODUCT 2;Darryl Innes;54.341;Customer;516,058.061;YELLOW
8,532.235;09-12-2010 03:07:23;12-17-2010 03:07:23;EARLY;DEMO;Company 2;Mexico;PRODUCT 11;Neva Hunger;19.313;Website;164,779.875;RED
14,353.664;09-23-2010 12:28:23;02-03-2011 12:28:23;EARLY;QUALIFIED;Company 1;Switzerland;PRODUCT 3;Kathrine Janas;43.323;Lead generation;621,845.681;GREY
13,208.371;09-17-2010 00:18:23;12-29-2010 00:18:23;ADVANCED;DEMO;Company 6;Norway;PRODUCT 1;Jamie Gilbeau;68.46;Event;904,241.879;YELLOW
13,416.526;09-24-2010 01:48:23;01-13-2011 01:48:23;STANDBY;LOST;Company 2;Norway;PRODUCT 4;Darryl Innes;64.522;Personal contact;865,663.303;YELLOW
11,458.426;09-03-2010 23:12:23;01-02-2011 23:12:23;ADVANCED;WIN;Company 4;Italy;PRODUCT 8;Jerri Preble;15.025;Customer;172,157.806;RED
12,108.874;08-31-2010 09:40:23;12-30-2010 09:40:23;STANDBY;DEMO;Company 3;Germany;PRODUCT 2;Jamie Gilbeau;65.607;Customer;794,422.01;YELLOW
13,724.08;09-09-2010 01:36:23;01-09-2011 01:36:23;STANDBY;SHORT LISTED;Company 5;Canada;PRODUCT 2;Jamie Gilbeau;82.118;Lead generation;1,126,998.78;GREEN
11,536.569;09-18-2010 07:37:23;01-02-2011 07:37:23;ADVANCED;QUALIFIED;Company 5;Australia;PRODUCT 8;Julio Burdge;90.645;Customer;1,045,731.719;GREEN
10,563.546;08-31-2010 12:39:23;12-09-2010 12:39:23;EARLY;DEMO;Company 6;Canada;PRODUCT 8;Jamie Gilbeau;96.737;Partner;1,021,881.401;GREEN
13,484.19;09-26-2010 15:39:23;01-18-2011 15:39:23;EARLY;CONTACTED;Company 4;France;PRODUCT 1;Jamie Gilbeau;6.109;Customer;82,381.193;RED
13,591.363;09-27-2010 03:13:23;01-29-2011 03:13:23;EARLY;VERBAL COMMITMENT;Company 4;Spain;PRODUCT 5;Neva Hunger;94.083;Partner;1,278,719.567;GREEN
10,673.177;09-05-2010 22:50:23;12-16-2010 22:50:23;ADVANCED;CONTACTED;Company 7;Canada;PRODUCT 8;Julio Burdge;96.021;Website;1,024,846.977;GREEN
13,429.904;09-23-2010 18:29:23;01-17-2011 18:29:23;STANDBY;WIN;Company 6;Poland;PRODUCT 10;Julio Burdge;16.036;Partner;215,358.209;RED
14,781.7;09-26-2010 07:13:23;01-06-2011 07:13:23;ADVANCED;LOST;Company 3;Mexico;PRODUCT 3;Julio Burdge;76.233;Event;1,126,857.454;GREEN
12,172.598;09-26-2010 21:36:23;01-02-2011 21:36:23;EARLY;QUALIFIED;Company 2;Sweden;PRODUCT 5;Kathrine Janas;53.75;Event;654,282.95;YELLOW
13,726.248;09-14-2010 22:57:23;12-18-2010 22:57:23;ADVANCED;CONTACTED;Company 6;South Korea;PRODUCT 4;Jamie Gilbeau;77.861;Personal contact;1,068,736.565;GREEN
14,858.879;09-07-2010 17:06:23;12-22-2010 17:06:23;ADVANCED;LOST;Company 6;Mexico;PRODUCT 7;Nita Marling;84.409;Customer;1,254,226.513;GREEN
8,704.93;09-24-2010 15:06:23;01-17-2011 15:06:23;EARLY;CONTACTED;Company 5;Saudi Arabia;PRODUCT 5;Nita Marling;49.843;Partner;433,882.81;GREY
11,460.848;10-20-2010 09:10:23;02-26-2011 09:10:23;STANDBY;QUALIFIED;Company 3;Italy;PRODUCT 2;Jerri Preble;52.106;Personal contact;597,176.711;YELLOW
8,502.496;10-24-2010 23:31:23;02-11-2011 23:31:23;STANDBY;QUALIFIED;Company 7;Germany;PRODUCT 10;Julio Burdge;30.654;Lead generation;260,637.184;GREY
8,881.657;10-05-2010 01:41:23;02-01-2011 01:41:23;STANDBY;DEMO;Company 5;Norway;PRODUCT 2;Darryl Innes;42.874;Reference;380,788.535;GREY
12,557.087;10-27-2010 01:13:23;02-20-2011 01:13:23;STANDBY;QUALIFIED;Company 5;Turkey;PRODUCT 5;Julio Burdge;39.148;Partner;491,580.299;GREY
11,465.608;10-10-2010 06:51:23;02-04-2011 06:51:23;STANDBY;LOST;Company 8;China;PRODUCT 7;Jamie Gilbeau;3.854;Website;44,184.373;RED
14,288.685;09-30-2010 01:23:23;01-12-2011 01:23:23;EARLY;LOST;Company 8;United States;PRODUCT 11;Neva Hunger;34.547;Event;493,637.068;GREY
9,519.975;10-04-2010 19:15:23;02-14-2011 19:15:23;ADVANCED;STANDBY;Company 8;Indonesia;PRODUCT 4;Jamie Gilbeau;56.603;Website;538,862.777;YELLOW
14,189.303;10-08-2010 20:54:23;01-09-2011 20:54:23;STANDBY;DEMO;Company 8;Indonesia;PRODUCT 6;Roxie Foraker;95.576;Customer;1,356,152.691;GREEN
14,348.544;10-23-2010 12:02:23;01-26-2011 12:02:23;STANDBY;WIN;Company 1;France;PRODUCT 11;Jerri Preble;54.546;Customer;782,654.854;YELLOW
11,174.874;10-14-2010 21:46:23;01-31-2011 21:46:23;EARLY;CONTACTED;Company 3;South Korea;PRODUCT 2;Jamie Gilbeau;68.723;Partner;767,969.344;YELLOW
10,296.865;10-13-2010 14:08:23;01-24-2011 14:08:23;ADVANCED;CONTACTED;Company 5;France;PRODUCT 7;Darryl Innes;34.56;Website;355,861.291;GREY
10,698.876;10-23-2010 16:59:23;02-11-2011 16:59:23;EARLY;STANDBY;Company 5;Spain;PRODUCT 11;Roxie Foraker;35.658;Customer;381,496.072;GREY
9,309.236;09-30-2010 11:24:23;01-14-2011 11:24:23;EARLY;LOST;Company 9;Brazil;PRODUCT 5;Jerri Preble;12.711;Reference;118,330.838;RED
11,127.661;10-21-2010 17:32:23;02-07-2011 17:32:23;ADVANCED;LOST;Company 8;Poland;PRODUCT 5;Darryl Innes;49.778;Customer;553,911.628;GREY
8,497.392;10-08-2010 17:27:23;02-06-2011 17:27:23;EARLY;STANDBY;Company 5;Italy;PRODUCT 1;Jerri Preble;74.121;Personal contact;629,838.719;YELLOW
13,877.513;10-07-2010 13:25:23;01-30-2011 13:25:23;STANDBY;CONTACTED;Company 6;Belgium;PRODUCT 6;Jamie Gilbeau;91.903;Reference;1,275,380.556;GREEN
8,220.922;10-12-2010 20:29:23;01-14-2011 20:29:23;EARLY;LOST;Company 3;Canada;PRODUCT 7;Roxie Foraker;6.983;Website;57,406.297;RED
11,813.421;10-10-2010 07:20:23;02-01-2011 07:20:23;STANDBY;STANDBY;Company 7;Indonesia;PRODUCT 8;Julio Burdge;95.104;Reference;1,123,500.458;GREEN
10,179.4;09-30-2010 14:37:23;02-02-2011 14:37:23;ADVANCED;DEMO;Company 7;Indonesia;PRODUCT 4;Kathrine Janas;30.709;Event;312,603.676;GREY
8,409.571;10-25-2010 11:23:23;03-08-2011 11:23:23;EARLY;SHORT LISTED;Company 4;South Korea;PRODUCT 4;Neva Hunger;88.679;Customer;745,749.634;GREEN
13,016.237;10-13-2010 05:16:23;02-06-2011 05:16:23;ADVANCED;WIN;Company 7;France;PRODUCT 8;Jerri Preble;68.229;Lead generation;888,091.058;YELLOW
8,171.554;10-13-2010 21:11:23;01-30-2011 21:11:23;STANDBY;WIN;Company 4;Norway;PRODUCT 3;Jamie Gilbeau;11.264;Reference;92,046.7;RED
8,934.252;10-14-2010 20:58:23;02-17-2011 20:58:23;EARLY;LOST;Company 1;Australia;PRODUCT 1;Darryl Innes;12.42;Reference;110,965.681;RED
9,820.299;10-24-2010 10:31:23;02-09-2011 10:31:23;ADVANCED;VERBAL COMMITMENT;Company 8;United States;PRODUCT 5;Julio Burdge;43.091;Customer;423,161.654;GREY
12,822.959;10-04-2010 08:42:23;02-03-2011 08:42:23;STANDBY;QUALIFIED;Company 9;Norway;PRODUCT 10;Julio Burdge;36.682;Reference;470,370.661;GREY
12,737.721;10-13-2010 21:44:23;01-21-2011 21:44:23;STANDBY;LOST;Company 9;Sweden;PRODUCT 10;Jamie Gilbeau;7.375;Partner;93,942.601;RED
8,397.574;10-18-2010 11:25:23;02-13-2011 11:25:23;STANDBY;WIN;Company 5;Italy;PRODUCT 8;Neva Hunger;99.653;Personal contact;836,839.274;GREEN
12,174.083;10-13-2010 19:38:23;02-08-2011 19:38:23;STANDBY;STANDBY;Company 5;Japan;PRODUCT 1;Jamie Gilbeau;90.859;Personal contact;1,106,126.921;GREEN
10,849.746;10-12-2010 11:06:23;01-23-2011 11:06:23;ADVANCED;DEMO;Company 3;Japan;PRODUCT 6;Jerri Preble;94.064;Event;1,020,565.699;GREEN
14,717.09;10-15-2010 14:48:23;01-15-2011 14:48:23;ADVANCED;DEMO;Company 5;Germany;PRODUCT 8;Julio Burdge;33.482;Lead generation;492,764.67;GREY
11,509.995;11-19-2010 20:18:23;03-03-2011 20:18:23;ADVANCED;CONTACTED;Company 4;Japan;PRODUCT 3;Neva Hunger;89.736;Partner;1,032,865;GREEN
14,522.685;10-31-2010 04:07:23;02-02-2011 04:07:23;EARLY;QUALIFIED;Company 1;Australia;PRODUCT 1;Roxie Foraker;37.201;Customer;540,253.239;GREY
11,021.883;11-07-2010 08:33:23;03-02-2011 08:33:23;ADVANCED;QUALIFIED;Company 3;United Kingdom;PRODUCT 5;Julio Burdge;20.719;Lead generation;228,359.111;RED
10,807.578;11-07-2010 00:35:23;02-22-2011 00:35:23;ADVANCED;QUALIFIED;Company 5;China;PRODUCT 4;Jerri Preble;43.942;Website;474,905.325;GREY
